"Finding ID","Summary","Description","Estimate (hours)","Estimate (days)","Severity","Workstream","Sprint","Status","Status Notes (2026-06-19 branch audit)"
"F-CC-R01","[F-CC-R01] _default_llm has no retry despite Master Gaps REV3-H03 claim","Single try/except, single LLM attempt, no retry. ~7% RLM failure rate from network blips alone. Master Gaps says 3-attempt exponential backoff was added in REV3-H03; source disagrees. CI gate TestREV3H03_GPT4IFXRetry catches. See workstream W-09.","1","0.12","Critical","W-09","Sprint 26","Open","OPEN (2026-06-19); W-09 added a retry decorator but it only catches builtin TimeoutError/ConnectionError - real OpenAI SDK errors (APIConnectionError, APITimeoutError, 5xx APIStatusError) and 401 token-refresh are NOT retried (reproduced: single APIConnectionError returns sentinel after 1 attempt). Full fix scheduled in W-16 (Sprint 28). Separately, the aice_rlm_planner_fallbacks_total metric is still not emitted."
"F-CC-R02","[F-CC-R02] _synthesize fallback returns planner-shaped JSON to DA as if synthesized","When synthesis LLM fails, _default_llm returns a planner JSON; DA receives it as code-gen context. CIA gets {'reasoning':'LLM unavailable',...} as code-gen context. Fix: distinguish purpose at _default_llm level; raise typed LLMUnavailableError on synthesis failure. See workstream W-09.","2","0.25","High","W-09","Sprint 26","Done","Closed (2026-06-19); RLMContext.degraded added and surfaced via to_dict/rlm_orchestrate; _synthesize returns (final, tokens, degraded) and no longer passes the LLM-unavailable sentinel off as content. Implemented via sentinel detection rather than a typed LLMUnavailableError to preserve the pluggable _llm_fn 3-arg contract used by DAs/tests."
"F-CC-R03","[F-CC-R03] Greedy {[\s\S]*} JSON regex; query[:200] truncates complex queries","Planner output parsing uses overly greedy regex; complex queries get silently truncated. Replace with brace-counting parser; pass full query. See workstream W-09.","2","0.25","High","W-09","Sprint 26","Done","Closed (2026-06-19); brace-counting _extract_json_object respects string literals, skips malformed/non-dict fragments and resumes at the next brace; planner fallback rebuilds from the full original query (no query[:200] truncation)."
"F-CC-R04","[F-CC-R04] _synthesize truncates each sub-query at 2000 chars; defeats RLM purpose","Synthesis input has hardcoded per-step 2000-char cap, session_context 500-char cap. For code-gen contexts that easily exceed 5000 chars, ~60% of retrieved context is dropped. Replace with model-aware budget. See workstream W-09.","8","1.0","High","W-09","Sprint 26","Done","Closed (2026-06-19); model-aware synthesis budget (_MODEL_CONTEXT_TOKENS / _SYNTH_RESPONSE_TOKENS) replaces the hardcoded per-step char cap."
"F-CC-R05","[F-CC-R05] RLM planning prompts hardcoded; per-task customization buried","_PLAN_CONTEXT dict mixes 21 task types in one file. Move to planning_prompts.yaml. See workstream W-25.","2","0.25","Medium","W-25","Sprint 29"
"F-CC-R06","[F-CC-R06] RLM doesn't track per-step elapsed time in context; only totals","SubQueryStep.elapsed_s captured but not aggregated for slow-step diagnosis. Add per-step Prometheus histogram. See workstream W-11.","1","0.12","Medium","W-11","Sprint 27"
"F-CC-R07","[F-CC-R07] Planner can return >6 sub-queries despite max_steps prompt instruction","LLM occasionally returns 7-8 steps. Validate and truncate. See workstream W-09.","1","0.12","Medium","W-09","Sprint 26"
"F-CC-R08","[F-CC-R08] Sub-query alpha values not validated against [0,1] range","LLM occasionally returns alpha=1.5 or negative. Clamp to [0,1]. See workstream W-09.","0.5","0.06","Medium","W-09","Sprint 26"
"F-CC-R09","[F-CC-R09] RLM elapsed_s tracking uses time.time() not time.monotonic()","Wall-clock changes (NTP) cause negative durations. Use monotonic. See workstream W-25.","0.5","0.06","Low","W-25","Sprint 29"
"F-CC-R10","[F-CC-R10] Sub-query trace not persisted to PostgreSQL for analysis","Per-step trace lost at session_end. Persist to response_archive for productivity analytics. See workstream W-11.","2","0.25","Medium","W-11","Sprint 27"
"F-CC-R11","[F-CC-R11] Planning prompt for adhoc task_type missing","When task_type=='adhoc', no specific planning prompt; fallback to generic. Add. See workstream W-25.","1","0.12","Low","W-25","Sprint 29"
"F-CC-C01","[F-CC-C01] ContextBuilder slot budget mutation in earlier code (already fixed)","Confirmed fixed via copy.deepcopy. Verification only. See workstream W-25.","0.1","0.01","Low","W-25","Sprint 29"
"F-CC-C02","[F-CC-C02] 10-slot budget allocation doesn't account for token estimation drift","Slots assume avg ~800 tokens; actual drift means some slots are 30% under-utilized. Adaptive sizing. See workstream W-25.","2","0.25","Medium","W-25","Sprint 29"
"F-CC-C03","[F-CC-C03] ContextBuilder doesn't dedupe results across slots","Same Function node retrieved for both 'API signature' slot and 'usage' slot wastes budget. Dedupe by node id. See workstream W-25.","2","0.25","Medium","W-25","Sprint 29"
"F-CC-C04","[F-CC-C04] Slot budget vs total_budget reconciliation","Sum of per-slot budgets can exceed total_budget if all slots packed. Add cap. See workstream W-25.","1","0.12","Medium","W-25","Sprint 29"
"F-CC-C05","[F-CC-C05] ContextBuilder formats results as Markdown tables; some DAs need plain text","Markdown formatting confuses some DAs' LLM prompts. Add format= parameter. See workstream W-25.","2","0.25","Medium","W-25","Sprint 29"
"F-CC-C06","[F-CC-C06] MemoryLayer ContextBuilder import path inconsistent with HybridRAG","Imports as 'src.MemoryLayer.memory.context_builder' in some files, 'MemoryLayer.context_builder' in others. Reconcile in W-18. See workstream W-18.","0.5","0.06","Low","W-18","Sprint 28"
"F-CC-K01","[F-CC-K01] _fuzzy_find Cypher label injection in knowledge_intelligence.py","f'MATCH (n:{label})' interpolates label without sanitization. REV1-H17 fixed graph_search.py and services.py; never reached knowledge_intelligence.py. Currently labels are hardcoded so not exploitable today; defense-in-depth via shared _kg_safety.py. See workstream W-04.","2","0.25","Critical","W-04","Sprint 26"
"F-CC-K02","[F-CC-K02] _run_cypher missing access_mode='READ'","All ~10 KI tools (bulk of AICE read traffic) bypass read-replica routing. Add access_mode=neo4j.READ_ACCESS. CI gate TestREV1H14_ReadAccessMode catches. See workstream W-10.","0.1","0.01","Critical","W-10","Sprint 26"
"F-CC-K03","[F-CC-K03] find_callers query has no LIMIT; can return 10K+ rows for hot functions","MATCH (f)-[:CALLS_INTERNALLY]->(target) without LIMIT. Add config-driven cap. See workstream W-25.","1","0.12","Medium","W-25","Sprint 29"
"F-CC-K04","[F-CC-K04] find_requirement_traces doesn't filter by ASIL","Returns all traces; ASIL filtering is downstream consumer responsibility. Add asil_filter parameter. See workstream W-25.","2","0.25","Medium","W-25","Sprint 29"
"F-CC-K05","[F-CC-K05] query_dependencies hardcodes max_depth=3; should be parameter","Limits debug analysis. Make parameter. See workstream W-25.","1","0.12","Low","W-25","Sprint 29"
"F-CD-B01","[F-CD-B01] --clear deletes entire database despite module-scoped builder","python build_knowledge_graph.py --module ADC --clear runs MATCH (n) DETACH DELETE n — deletes ALL data. No prompt, no audit log. Single-command total-data-loss footgun. Fix: --clear becomes module-scoped; --clear-all requires interactive confirmation + audit row. See workstream W-03.","4","0.5","Critical","W-03","Sprint 26"
"F-CD-B02","[F-CD-B02] _create_constraints, _create_nodes, _create_edges f-string label/property interpolation","Same Cypher injection pattern as F-CC-K01. Apply shared _kg_safety.py. See workstream W-04.","0.5","0.06","Critical","W-04","Sprint 26"
"F-CD-B03","[F-CD-B03] UNWIND batch poisoned by one bad item; entire batch rolled back","Single ConstraintViolation aborts 500-item batch. Job reports '0 nodes created' for batch without saying which item caused failure. Add per-item validation pre-batching + per-batch failure recovery via batch-size-1 retry. See workstream W-20.","8","1.0","High","W-20","Sprint 29"
"F-CD-B04","[F-CD-B04] _create_edges does MATCH (a {id: ...}) without label","Full-database scan per match instead of label-indexed lookup. ~30-60s per ingestion of useless work. Add label-aware MATCH. Combined with W-17. See workstream W-17.","2","0.25","High","W-17","Sprint 28"
"F-CD-B05","[F-CD-B05] _create_constraints doesn't preserve existing user-added indexes","Re-running constraint creation drops user-added indexes. Filter to AICE-managed only. See workstream W-25.","2","0.25","Medium","W-25","Sprint 29"
"F-CD-B06","[F-CD-B06] Sum mode dependency_fetcher doesn't respect HTTP retries on rate-limit","Fetcher hits Bitbucket without backoff. Use shared retry helper from W-16. See workstream W-16.","1","0.12","Medium","W-16","Sprint 28"
"F-CD-B07","[F-CD-B07] _connect() raises sys.exit(1) on init failure (kills MCP)","build_knowledge_graph imported as module from MCP causes whole-server exit. Raise exception instead. See workstream W-25.","0.5","0.06","Medium","W-25","Sprint 29"
"F-CD-B08","[F-CD-B08] Module name in Sum mode hardcoded to 'AS460_TC499N_STD_*'","Default config list assumes one specific silicon. Make configurable. See workstream W-25.","1","0.12","Medium","W-25","Sprint 29"
"F-CD-B09","[F-CD-B09] auto_stub_generator import lazy; failures silent","If stub generator missing, falls through to existing stubs without warning. Surface. See workstream W-25.","0.5","0.06","Low","W-25","Sprint 29"
"F-CD-B10","[F-CD-B10] build_knowledge_graph CLI doesn't accept --workspace","Inferred from module name. Make explicit for clarity. See workstream W-25.","0.5","0.06","Low","W-25","Sprint 29"
"F-CD-B11","[F-CD-B11] Build progress logging at INFO drowns useful messages","Per-batch INFO logs at 500-batch granularity = thousands of lines. Demote to DEBUG. See workstream W-25.","0.5","0.06","Low","W-25","Sprint 29"
"F-CD-B12","[F-CD-B12] cp1252→UTF-8 byte corruption in build_knowledge_graph.py","ΓåÆ ΓÇª Γèó characters in source. Single sed pass per Pass 4b grep gate G-04. See workstream W-23.","0.1","0.01","Medium","W-23","Sprint 29"
"F-CD-B13","[F-CD-B13] Confidence calculator output not persisted with batch result","Quality scoring done but not saved with the batch summary. Save. See workstream W-25.","1","0.12","Low","W-25","Sprint 29"
"F-CD-I01","[F-CD-I01] _merge_nodes/_merge_edges Cypher injection","Same pattern as F-CC-K01, F-CD-B02. Apply _kg_safety.py. See workstream W-04.","0.5","0.06","Critical","W-04","Sprint 26"
"F-CD-I02","[F-CD-I02] ingest_swa silently picks parser-detected vs pipeline-passed module","Inconsistent: F-CD-I03 says always uses self.module; need to verify. See workstream W-25.","0.5","0.06","Medium","W-25","Sprint 29"
"F-CD-I03","[F-CD-I03] ingest_swa always uses self.module over parser-detected","If pipeline param is wrong, every function gets wrong module label, polluting the namespace. Add module-mismatch warning. See workstream W-25.","1","0.12","High","W-25","Sprint 29"
"F-CD-I04","[F-CD-I04] ingest_sfr doesn't validate register_name uniqueness within module","Same register name across modules collides. Add module prefix. See workstream W-25.","1","0.12","Medium","W-25","Sprint 29"
"F-CD-I05","[F-CD-I05] create_cross_source_relationships requires manual trigger after all ingest_* calls","Easy to forget. Auto-call at end of each builder.run(). See workstream W-25.","1","0.12","Medium","W-25","Sprint 29"
"F-CD-I06","[F-CD-I06] BATCH_SIZE = 500 hardcoded; not configurable per environment","Small Neo4j servers OOM. Move to config. See workstream W-25.","0.5","0.06","Low","W-25","Sprint 29"
"F-CD-I07","[F-CD-I07] _serialize_complex JSON-encodes lists/dicts but doesn't verify post-serialization size","Large struct member lists exceed Neo4j property size limit silently. Cap. See workstream W-25.","1","0.12","Low","W-25","Sprint 29"
"F-CD-Q01","[F-CD-Q01] _fetch f-string rel-type injection in query_knowledge_graph.py (Legacy file)","Same Cypher injection pattern. Apply _kg_safety.py. See workstream W-04.","0.5","0.06","Critical","W-04","Sprint 26"
"F-CD-Q02","[F-CD-Q02] find_path takes max_depth as int but doesn't bound it","Caller passes max_depth=100 → query times out. Bound to 1..10. See workstream W-04.","0.1","0.01","High","W-04","Sprint 26"
"F-CD-Q03","[F-CD-Q03] find_orphan_requirements label-list interpolation","Same pattern. Apply _kg_safety.py. See workstream W-04.","0.1","0.01","Medium","W-04","Sprint 26"
"F-CD-X01","[F-CD-X01] ILLDKnowledgeGraphBuilder + ILLDKGBuilder coexist with different ID formats","Two ILLD builders. KGBuilder writes id='IfxCan_init'; KGBuilder writes id='FUNC_IfxCan_init'. Same logical function ingested twice with different IDs. Search returns duplicates. See workstream W-17.","24","3.0","Critical","W-17","Sprint 28"
"F-CD-X02","[F-CD-X02] Three Neo4j-write retry implementations across MCAL/ILLD/batch_ingestion","Pattern #2 — fix once via shared retry helper. batch_ingestion.Neo4jBatchWriter does no retry, just logs and moves on. ~500 nodes silently dropped per 50K ingestion at 1% transient failure rate. See workstream W-16.","16","2.0","High","W-16","Sprint 28"
"F-CE-C01","[F-CE-C01] _find_libclang_dll only checks .dll for LLVM_HOME fallback (Linux silently uses regex)","Linux developers with LLVM_HOME set silently get regex parser; KG fidelity drops invisibly. config_struct_resolver has different libclang detection. Unify; OS-aware extension; aice_c_parser_clang_available gauge. See workstream W-20.","8","1.0","Critical","W-20","Sprint 29"
"F-CE-C02","[F-CE-C02] Clang fallback to regex logged at DEBUG; output dict has no parser_method field","Operators don't see fallback. Promote to WARNING. Add parser_method='clang'|'regex' to output. See workstream W-20.","4","0.5","High","W-20","Sprint 29"
"F-CE-C03","[F-CE-C03] Clang diagnostics collection has no severity threshold; warnings spam KG","All severities (notes through fatals) stored in result dict. Filter to severity>=3 by default. See workstream W-25.","2","0.25","High","W-25","Sprint 29"
"F-CE-C04","[F-CE-C04] _extract_internal_calls doesn't dedup; same callee N times → N MERGE operations","If Adc_Init calls Mcal_GetMode 5 times, 5 MERGE operations though MERGE is idempotent. Dedup at extraction. See workstream W-25.","0.5","0.06","Medium","W-25","Sprint 29"
"F-CE-S01","[F-CE-S01] illd_swa_parser LLM enrichment has different retry shape from pdf_pipeline","Two LLM-using parsers, two distinct retry impls. Pattern #2. Consolidate via shared retry. See workstream W-16.","8","1.0","High","W-16","Sprint 28"
"F-CE-S02","[F-CE-S02] _section regex fragile to comment style variations","Banner regex matches /*-- X --*/ only; if iLLD changes banner style, parser silently parses entire file as section. Try multiple patterns. See workstream W-20.","1","0.12","Medium","W-20","Sprint 29"
"F-CE-S03","[F-CE-S03] Module = self._base.replace('_swa','').replace('Ifx','') — order-sensitive, not anchored","MyIfxModule.h has Ifx stripped from middle. Use re.sub with prefix/suffix anchors. See workstream W-20.","0.25","0.03","Medium","W-20","Sprint 29"
"F-CE-S04","[F-CE-S04] LLM model defaults differ across files (gpt-4o, gpt-5.2)","Three different defaults across pdf_parser, pdf_pipeline, RLM, illd_swa_parser docstring. Consolidate via AICE_DEFAULT_LLM_MODEL env. See workstream W-25.","0.5","0.06","Low","W-25","Sprint 29"
"F-CE-P01","[F-CE-P01] pdf_parser._BATCH_SIZE=2 hardcoded; pdf_pipeline.py has adaptive DPI — dual implementations","Two PDF code paths with different design decisions. Pattern #3. Consolidate. See workstream W-17.","8","1.0","High","W-17","Sprint 28"
"F-CE-P02","[F-CE-P02] pdf_pipeline retry logic correct but tangled in 60-line function","Hard to test in isolation. Extract LLMRetryClient wrapper. Combined with W-16. See workstream W-16.","8","1.0","Medium","W-16","Sprint 28"
"F-CE-P03","[F-CE-P03] _page_has_figure body not visible; potential perf issue at scale","500 sequential calls for 500-page PDF. Verify; parallelize if needed. See workstream W-25.","0.5","0.06","Medium","W-25","Sprint 29"
"F-CE-A01","[F-CE-A01] _strip_template_macros blindly strips EB tresos macros without XML structure validation","Stripping can leave duplicated containers, unmatched tags. ET.fromstring may succeed with wrong content. Validate post-strip; warn if structurally ambiguous. See workstream W-20.","8","1.0","High","W-20","Sprint 29"
"F-CE-A02","[F-CE-A02] _extract_param_type fallback returns raw tag, polluting KG","Caller gets param_type='ECUC-NUMERICAL-PARAM-VALUE' instead of 'NUMERICAL'. Skip entry; don't insert with raw tag. See workstream W-20.","0.5","0.06","Medium","W-20","Sprint 29"
"F-CE-A03","[F-CE-A03] ARXML namespace _NS hardcoded to r4.0; R4.4 ARXML files silently produce 0 modules","findall(f'{_NS}AR-PACKAGES') only matches r4.0. Detect schema dynamically. See workstream W-20.","1","0.12","Low","W-20","Sprint 29"
"F-CE-T01","[F-CE-T01] testspec_parsers opens 50MB+ xlsx with read_only=False; ~500MB peak RAM","20-module batch ingestion → repeated 500MB peaks. K8s pod with 2GB limit risks OOM-kill. Profile, cap workbook size, hybrid mode. See workstream W-20.","8","1.0","Critical","W-20","Sprint 29"
"F-CE-T02","[F-CE-T02] _PRQ_REF_RE uses re.IGNORECASE → case-sensitive Jama IDs become orphan refs","Lowercase test-spec author mistake propagates to KG, references node that doesn't exist. Strip IGNORECASE or normalize to upper. See workstream W-20.","0.25","0.03","High","W-20","Sprint 29"
"F-CE-T03","[F-CE-T03] _extract_feature_id_from_syntax relaxed-GUID fallback too permissive","Truncated/OCR-corrupted GUID matches accept invalid IDs. Flag with confidence='low'. See workstream W-20.","1","0.12","Medium","W-20","Sprint 29"
"F-CE-T04","[F-CE-T04] _parse_spec_table_rows resilient to PDF page-break headings (defensive parsing for upstream issue)","Couples parser to pdf_pipeline output style. Fix at source (strip page-breaks in pdf_pipeline). See workstream W-20.","4","0.5","Medium","W-20","Sprint 29"
"F-CE-O01","[F-CE-O01] OCR subprocess accepts arbitrary image_path from public method","OCRProcessor.process_page_image is public; image_path validation missing. OCR_LANGUAGE env unvalidated. Validate path containment + language regex. See workstream W-05.","1","0.12","High","W-05","Sprint 26","Done","Closed (2026-06-19); process_page_image validates OCR language regex and contains image via safe_path_under (OCR_ALLOWED_ROOTS; system temp included for pdftoppm output)."
"F-CE-O02","[F-CE-O02] _estimate_confidence body not visible; may return constant","If returns 0.5 constant, downstream consumers think they have OCR quality scoring when they don't. Verify. See workstream W-25.","0.25","0.03","Medium","W-25","Sprint 29"
"F-CE-X01","[F-CE-X01] Output shape inconsistency: 7 different return-type contracts across 14 parsers","arxml_parser returns dict; pdf_parser returns list[str] (or str per docstring); xlsx_parser returns sheet→rows; testspec returns node-type→list. Define ParserResult Protocol; standardize. See workstream W-25.","16","2.0","Medium","W-25","Sprint 29"
"F-CE-X02","[F-CE-X02] illd_swa_parser (C headers) vs swa_parsers (markdown) — same prefix, opposite scope","Pattern #3. Rename illd_swa_parser → swa_header_parser; swa_parsers → swa_markdown_parser. See workstream W-25.","1","0.12","Medium","W-25","Sprint 29"
"F-CE-X03","[F-CE-X03] Parser parse(path, ...) signatures diverge despite uniform docstring","c_parser has 6 params, pdf_parser has 8, illd_swa has 5. Use **opts pattern. See workstream W-25.","8","1.0","Low","W-25","Sprint 29"
"F-CE-X04","[F-CE-X04] Parsers/__init__.py __all__ declares 11 of 14 actual parsers","regdef_parser, swa_parsers, swud_parsers, testspec_parsers, ocr_processor missing from __all__. Add. See workstream W-25.","0.1","0.01","Low","W-25","Sprint 29"
"F-CF-X01","[F-CF-X01] verify_ssl=False hardcoded in dependency_fetcher and header_fetcher Bitbucket callers","Both pass IFX_USERNAME/IFX_PASSWORD plus pull iLLD source code with TLS validation explicitly disabled. Highest single-finding security severity. Use Infineon CA bundle. See workstream W-06.","4","0.5","Critical","W-06","Sprint 26","Done","W-06 implemented 2026-06-19: new src/_common/tls_config.py (get_verify_setting secure-by-default + enforce_tls_policy guard); header_fetcher/dependency_fetcher/rc1_dependency_fetcher use get_verify_setting(); Bitbucket/Jama/Polarion __init__ refuse verify_ssl=False without AICE_ALLOW_INSECURE_TLS=1. 245 connector+TLS tests pass."
"F-CF-X02","[F-CF-X02] Credentials stored as plaintext on instance attributes; no zeroing on close","Memory dumps expose all service tokens. EU AI Act / ASPICE audit liability. Add _SecretStr wrapper across all 4 connectors. See workstream W-21.","8","1.0","High","W-21","Sprint 29"
"F-CF-X03","[F-CF-X03] Four duplicate retry implementations (Jama/Polarion/Jenkins/Bitbucket)","Pattern #2. Consolidate via shared retry helper from W-16. See workstream W-16.","8","1.0","High","W-16","Sprint 28"
"F-CF-X04","[F-CF-X04] Sync-state JSON files written to user-controlled path without containment","If a future MCP tool exposes sync_state_dir as a parameter, path traversal becomes exploitable. Add allowlisted root validation. See workstream W-05.","1","0.12","Medium","W-05","Sprint 26","Done","Closed (2026-06-19); JamaConnector and PolarionConnector contain sync_state_dir via safe_path_under before mkdir (AICE_SYNC_STATE_ROOTS override)."
"F-CF-X05","[F-CF-X05] httpx.Client created once at construction; cannot pick up CA rotation","Long-lived MCP server processes (weeks) can't recover from quarterly CA rotations. Add _recreate_client() on TLS errors. See workstream W-21.","4","0.5","Medium","W-21","Sprint 29"
"F-CF-J01","[F-CF-J01] Jama get_project_id walks entire project list every call","20-module ingestion = 20× full pagination. Hits Jama rate limiter. Add 5-min TTL cache. See workstream W-21.","1","0.12","High","W-21","Sprint 29"
"F-CF-J02","[F-CF-J02] JamaItem.from_api_dict silently coerces missing fields to id=-1 sentinel","Sentinel propagates into KG as orphan reference. Fail loud on missing id. See workstream W-21.","2","0.25","Medium","W-21","Sprint 29"
"F-CF-J03","[F-CF-J03] JamaConnector docstrings use unicode em-dashes (cosmetic; legacy terminals render '?')","Cosmetic; not in same byte-corruption class as F-CD-B12. No action. See workstream W-25.","0","0.0","Low","W-25","Sprint 29"
"F-CF-P01","[F-CF-P01] Polarion JWT captured at construction; never refreshed","After token expiration (1-24h), every call returns 401; PolarionAuthError is non-retryable. Multi-day MCP uptime → silent sync failure. Token-provider callable instead of static token. See workstream W-21.","8","1.0","Critical","W-21","Sprint 29"
"F-CF-P02","[F-CF-P02] validate_connection uses hardcoded AURIX_RC1_MCAL project ID","If Polarion project renamed, validate_connection 404s and looks like auth error. Make env-configurable. See workstream W-21.","0.5","0.06","High","W-21","Sprint 29"
"F-CF-P03","[F-CF-P03] incremental_sync FAILED status not differentiated from transient failure","Single network blip marks sync as FAILED forever. Add TRANSIENT_FAILURE status with auto-recovery. See workstream W-21.","2","0.25","Medium","W-21","Sprint 29"
"F-CF-P04","[F-CF-P04] PolarionTestEnvironment.from_api_dict has 13 fields with .get(k,'') or '' boilerplate","Repetitive defensive code. Helper _str(d, k) pattern. See workstream W-25.","0.5","0.06","Low","W-25","Sprint 29"
"F-CF-N01","[F-CF-N01] JenkinsConnector has 5 except (NoBuildData, Exception): pass blocks","Absorbs JenkinsConnectionError silently. Partial JobInfo population looks like 'no builds yet.' Replace with explicit exception types. See workstream W-16.","4","0.5","High","W-16","Sprint 28"
"F-CF-N02","[F-CF-N02] JenkinsConnector connect() except Exception wraps everything as ConnectionError","TLS errors, config errors, library bugs all become 'Failed to connect.' Distinguish JenkinsTLSError, JenkinsConfigError. See workstream W-21.","1","0.12","Medium","W-21","Sprint 29"
"F-CF-B01","[F-CF-B01] Bitbucket get_files_bulk silently drops failures","Returns dict with successes only; no way to know which files failed. Return BulkFetchResult(files, failures). See workstream W-21.","2","0.25","Medium","W-21","Sprint 29"
"F-CF-B02","[F-CF-B02] Bitbucket path normalized via lstrip('/') only; no traversal protection","Defense-in-depth gap. Add explicit ../  and character validation. See workstream W-21.","0.5","0.06","Medium","W-21","Sprint 29"
"F-CF-B03","[F-CF-B03] from_clone_url documented but body not visible; verify presence","Possible doc/code drift. Verify, fix or remove from docs. See workstream W-25.","0.25","0.03","Low","W-25","Sprint 29"
"F-P5-D01","[F-P5-D01] 15 of 21 DAs lack API key provisioning in api_keys.yaml","Only 6 DAs (gest, cia, reva, acra, saga, triplea) have explicit api_keys; 15 unprovisioned. The '21 DAs served' claim is currently 6 served + 15 unaccounted-for. Provision keys, mark PLANNED, or document SHARED arrangement. See workstream W-15.","8","1.0","Critical","W-15","Sprint 27","Done","Provisioned in mcp/auth/api_keys.yaml: 16 canonical AI Domain Assistants (MCAL-only) + EDA (Embedded Driver Assistant; iLLD public+developer, no MCAL) + 2 admin = 19 keys. iLLD reserved for EDA. 2026-06-19 per stakeholder direction: removed 8 codebase-only assistants (cia,cta,saga,page,kw,voltai,rma) not in Confluence; invented mira removed; stoptyping not provisioned."
"F-P5-D02","[F-P5-D02] RLM DA_TASK_MAPPING codes don't match AI_USAGE_POLICY.md codes","SASA vs none; DaFaA vs DFA; HazopA vs HZOP; PRQ_Drafter vs PRQ. Unify on docs-side codes. See workstream W-15.","0.5","0.06","High","W-15","Sprint 27","Done","CORRECTED 2026-06-19: AI_USAGE_POLICY.md does not exist; authoritative codes are the Confluence MCSWAI 'AI Assistants' names. DA_TASK_MAPPING + descriptions + api_keys now use SASA/DaFaA/HAZOPA/PRQGEN (earlier SAAN/DFA/HZOP/PRQ was wrong) + added canonical SWQMA/J-WIZ/Zephyr; removed invented mira. 2026-06-19 per stakeholder direction: removed 8 code-only DAs (CIA/CTA/SAGA/PAGE/KW/VoltAI/RMA/StopTyping) from DA_TASK_MAPPING + added EDA->code_generation."
"F-P5-D03","[F-P5-D03] StopTyping task type has no DA owner or use case","DA_TASK_MAPPING has 'StopTyping' but no DA matches. Decide if it's a DA at all; document or remove. See workstream W-15.","0.25","0.03","Low","W-15","Sprint 27","Done","W-15 2026-06-19: kept StopTyping (real stop_typing/quick-lookup task) and documented as a shared utility, not a provisioned DA persona (no api_keys entry)."
"F-P5-I01","[F-P5-I01] Cat 5 (Ingestion) is admin-only, blocking KW (Knowledge Weaver)","KW's task is knowledge_ingestion but ingestion tools are admin-tier. Decide DA vs pipeline for KW. If DA, expose developer-tier ingest_session_attachment. If pipeline, remove from DA list. See workstream W-15.","8","1.0","High","W-15","Sprint 27"
"F-P5-I02","[F-P5-I02] Tier mismatches: SAGA/TripleA at developer; CIA/ACRA at public","Tier assignments under-justified. CIA might benefit from execute_cypher access. Revisit per DA. See workstream W-15.","2","0.25","High","W-15","Sprint 27"
"F-P5-I03","[F-P5-I03] No aice-da-sdk Python package; each DA reinvents the 6-step lifecycle","AICE-DA-004 says CIA is the reference impl; no other DA has reference impl. New DA = 1 sprint integration. SDK eliminates repeated work. See workstream W-19.","40","5.0","High","W-19","Sprint 28"
"F-P5-M01","[F-P5-M01] No da_name label on Prometheus metrics","Without da_name, no per-DA productivity analysis possible. Add da_name + tier labels via context vars. See workstream W-11.","4","0.5","Critical","W-11","Sprint 27","Done","W-11 2026-06-19: tier label added to aice_tool_requests_total (_resolve_da_tier + _current_da_tier set in _authorize); NEW aice_da_* catalog (session_duration/outcomes/context_tokens/first_result_latency/pattern_hits/llm_tokens, 6 metrics + NoOp stubs) emitted at session_end/build_context/submit_human_feedback/evaluate_confidence/rlm_orchestrate/get_failure_patterns; wired into aice-da-productivity dashboard (14 panels). Label da_name used (not plan's da)."
"F-P5-M02","[F-P5-M02] task_type='unknown' will accumulate without resolution","Sessionless calls have no task_type; metrics get noisy. Make mandatory at session_start; default to 'adhoc' for sessionless. See workstream W-11.","2","0.25","High","W-11","Sprint 27","Done","W-11 2026-06-19: session_start gained task_type param (default 'adhoc'), stored in session (_task_type) + retrieved via _session_task_type() to label all aice_da_* series. Never 'unknown' now."
